timestamp,sensorId,temp,humidity,pressure
1.78016E+12,237,23.52520451,53.93902221,1046.962338
1.78016E+12,112,27.22504056,54.80049196,1028.570955
1.78016E+12,18,22.73888358,57.71685102,1040.865235
1.78016E+12,81,28.26046629,54.47625656,1046.137525
1.78016E+12,288,24.58380249,64.29886462,1039.412795
1.78016E+12,104,20.09919418,54.58983225,1046.273846
1.78016E+12,118,24.35362846,59.45740275,1012.537597
1.78016E+12,99,20.06089949,66.57156026,1006.690863
1.78016E+12,130,23.64334643,58.222149,1002.002624
1.78016E+12,276,28.89212166,65.11242449,1021.863627
1.78016E+12,94,26.05708688,59.56876137,1016.714064
1.78016E+12,56,29.79832197,54.24262267,1017.891584
1.78016E+12,246,21.32636195,68.98683431,1003.363812
1.78016E+12,111,20.9163849,56.95428599,1014.811119
1.78016E+12,209,20.28652855,57.24010292,1048.585111
1.78016E+12,282,28.71209966,68.67663553,1022.131544
1.78016E+12,193,27.74605992,67.79422721,1023.059471
1.78016E+12,289,29.83401712,61.05270208,1036.39714
1.78016E+12,59,23.77139396,50.59502876,1023.522342
1.78016E+12,135,29.58377939,55.65238599,1047.963182
1.78016E+12,174,26.37188713,53.3446206,1012.723243
1.78016E+12,275,29.9087373,60.72377395,1044.643291
1.78016E+12,219,29.7280446,52.89666184,1022.837305
1.78016E+12,126,29.41246321,54.07273512,1034.675859
1.78016E+12,181,26.56536391,67.44640121,1010.778171
1.78016E+12,64,26.72030661,59.91147688,1030.477488
1.78016E+12,134,27.26715445,68.83067677,1021.352744
1.78016E+12,266,23.64630963,60.34862876,1000.849172
1.78016E+12,232,26.11142012,57.77926164,1005.568043
1.78016E+12,172,22.66607785,60.75014578,1017.847979
1.78016E+12,104,22.09709184,60.47853044,1007.595282
1.78016E+12,46,27.99118207,51.00979277,1046.670063
1.78016E+12,221,28.16321252,66.43600686,1027.603512
1.78016E+12,94,21.52656623,58.76123003,1024.702239
1.78016E+12,214,20.62625216,56.49538799,1043.179645
1.78016E+12,57,28.29034717,68.12946402,1023.074961
1.78016E+12,175,26.7420684,56.11292226,1017.121817
1.78016E+12,94,29.90963337,64.84992079,1049.372573
1.78016E+12,122,28.0275007,60.18370762,1041.142737
1.78016E+12,54,24.54148431,66.82286816,1043.393937
1.78016E+12,187,21.83137173,69.81391833,1034.306149
1.78016E+12,244,29.23501819,61.13564964,1021.971851
1.78016E+12,275,29.95148143,53.10214567,1023.610067
1.78016E+12,149,28.97525456,60.7809106,1013.357997
1.78016E+12,91,23.86538361,63.08712929,1009.428107
1.78016E+12,70,24.38808172,51.14290092,1024.170224
1.78016E+12,245,23.21401401,67.43994559,1036.002871
1.78016E+12,34,21.74535216,64.08927435,1033.522013
1.78016E+12,208,28.35491734,53.49179533,1045.224555
1.78016E+12,43,27.80587097,53.23355122,1028.38524
1.78016E+12,265,21.80212354,59.38118681,1031.334045
1.78016E+12,144,29.78626512,59.84675638,1028.699979
1.78016E+12,294,25.15805786,59.78775887,1025.385674
1.78016E+12,112,25.72366296,55.07786859,1039.132978
1.78016E+12,286,24.98194232,68.40262953,1007.957381
1.78016E+12,202,21.31451557,51.5845036,1014.96563
1.78016E+12,257,24.62708269,67.31696873,1025.21641
1.78016E+12,64,28.14082985,55.17825904,1007.352076
1.78016E+12,173,23.8453758,50.99784109,1002.276107
1.78016E+12,218,21.8427384,56.19440122,1029.6611
1.78016E+12,262,27.62337339,63.0681768,1010.108182
1.78016E+12,239,21.51155166,60.33981662,1010.977451
1.78016E+12,287,24.62215448,53.75398457,1003.02994
1.78016E+12,21,27.93525309,51.93962705,1004.295817
1.78016E+12,270,26.42035029,57.15885462,1029.50618
1.78016E+12,38,23.60457596,68.11589887,1023.742838
1.78016E+12,43,21.50500527,53.31611112,1000.310279
1.78016E+12,264,22.02445816,65.80907906,1026.171466
1.78016E+12,198,22.98242679,65.84023821,1016.27086
1.78016E+12,178,26.78747707,55.89729991,1039.421352
1.78016E+12,210,24.52763593,56.4260907,1049.797515
1.78016E+12,187,26.25095799,57.56496884,1021.641128
1.78016E+12,160,25.09517122,60.58709619,1037.139603
1.78016E+12,203,23.53504128,64.46261676,1008.662216
1.78016E+12,14,21.91438339,51.48426744,1013.119442
1.78016E+12,199,27.1532129,67.67415,1044.850545
1.78016E+12,87,23.19319941,63.49373027,1009.094464
1.78016E+12,214,22.93185508,59.71977868,1010.692264
1.78016E+12,61,20.18714364,56.95845286,1003.931611
1.78016E+12,12,29.09508395,68.86508322,1024.390364
1.78016E+12,255,23.63376011,56.10874342,1018.820729
1.78016E+12,59,23.91094136,62.92645105,1008.939399
1.78016E+12,262,25.39365402,55.60048292,1013.682921
1.78016E+12,300,29.16957891,65.30500844,1019.007922
1.78016E+12,105,28.75672405,52.42356371,1024.468154
1.78016E+12,85,23.31834826,59.99831583,1021.899401
1.78016E+12,29,22.08112697,52.66030775,1046.451336
1.78016E+12,283,24.73423241,53.01863313,1018.691382
1.78016E+12,280,25.58272886,52.82097032,1032.877956
1.78016E+12,159,20.62825405,53.81852668,1030.213336
1.78016E+12,115,25.27808916,62.63456515,1024.746009
1.78016E+12,157,22.62366174,50.77086678,1039.080568
1.78016E+12,23,29.60938595,69.96877925,1049.565866
1.78016E+12,251,25.57044322,64.15519988,1011.589781
1.78016E+12,90,24.4671129,69.17505952,1036.184989
1.78016E+12,241,27.62818775,55.68013258,1028.552395
1.78016E+12,230,26.85998368,67.56781816,1044.214009
1.78016E+12,153,23.18249925,68.13926412,1010.768287
1.78016E+12,188,22.97768108,60.62709068,1041.116885
1.78016E+12,128,20.29297097,55.02733302,1010.715744
1.78016E+12,223,21.58778886,64.40157644,1047.924063
1.78016E+12,221,25.50070042,63.26424079,1047.83889
1.78016E+12,223,23.36129008,67.23139264,1011.841146
1.78016E+12,102,21.25690083,51.45200051,1023.799463
1.78016E+12,96,25.64653779,64.84156568,1004.816188
1.78016E+12,170,21.06088675,60.12093418,1011.558411
1.78016E+12,229,22.01934862,60.60542184,1015.880708
1.78016E+12,173,21.54217941,62.05343624,1047.963414
1.78016E+12,273,27.69461361,59.17147447,1043.954792
1.78016E+12,10,29.5078819,62.16751115,1037.536163
1.78016E+12,7,25.3027054,65.70095823,1048.124954
1.78016E+12,102,29.51867851,64.43822081,1034.200104
1.78016E+12,281,26.57845622,54.2915417,1035.279297
1.78016E+12,244,22.82830233,51.50203936,1000.142677
1.78016E+12,168,21.26138882,64.53370026,1012.473206
1.78016E+12,233,27.19169789,56.51714677,1011.201627
1.78016E+12,248,29.72428757,55.16153483,1014.711121
1.78016E+12,79,21.75433929,57.24739012,1049.434666
1.78016E+12,228,21.6511231,50.54237423,1037.142658
1.78016E+12,294,28.55374595,66.33890976,1044.866483
1.78016E+12,203,23.54871416,51.73053041,1047.223417
1.78016E+12,183,21.19053908,55.67839531,1040.324958
1.78016E+12,249,26.5472927,50.85473636,1005.518892
1.78016E+12,200,26.70441383,55.06370511,1020.855775
1.78016E+12,92,27.62403075,58.31281231,1024.606914
1.78016E+12,253,28.14019862,60.39830643,1002.988474
1.78016E+12,108,25.24054631,65.68455326,1043.041525
1.78016E+12,177,21.19592772,61.73201347,1030.982032
1.78016E+12,127,22.70747636,54.42276878,1022.024631
1.78016E+12,72,20.55429149,59.38107434,1012.321511
1.78016E+12,51,29.9621924,57.82711608,1002.610193
1.78016E+12,126,27.8235482,56.86668145,1027.348502
1.78016E+12,133,28.79684674,57.0325939,1046.505889
1.78016E+12,179,27.4898727,61.19486357,1004.283113
1.78016E+12,204,22.84138091,55.67234474,1011.777396
1.78016E+12,92,26.92581838,58.36706907,1035.003414
1.78016E+12,174,26.76838434,58.31884508,1038.784946
1.78016E+12,3,24.44680261,61.88926722,1020.967926
1.78016E+12,273,29.50943408,61.80467677,1048.911475
1.78016E+12,106,27.68818147,51.17608685,1009.170638
1.78016E+12,259,29.34688104,69.92389408,1033.915434
1.78016E+12,254,29.90039455,61.09040362,1035.360887
1.78016E+12,239,26.39340447,54.60086101,1033.260528
1.78016E+12,126,29.32111197,65.3356208,1048.991436
1.78016E+12,213,27.90089766,63.52431536,1021.962458
1.78016E+12,95,20.35130517,56.98082647,1024.333146
1.78016E+12,182,28.28211265,67.78541729,1015.946979
1.78016E+12,143,25.36150191,65.36976544,1007.578979
1.78016E+12,63,21.24534968,59.15313263,1044.669945
1.78016E+12,32,25.41043449,64.44127942,1046.657286
1.78016E+12,50,21.77413654,64.2830029,1019.35426
1.78016E+12,205,23.87304934,50.66027069,1006.018986
1.78016E+12,229,20.01482843,68.56126431,1047.237048
1.78016E+12,247,22.88156257,52.82436292,1001.922747
1.78016E+12,181,20.69859733,68.73370702,1014.452872
1.78016E+12,138,26.08436997,50.44209103,1034.689457
1.78016E+12,46,20.50148957,61.65154359,1001.109774
1.78016E+12,76,22.07721364,65.06185585,1009.405069
1.78016E+12,14,26.94447497,55.10566967,1010.452579
1.78016E+12,37,29.14836532,61.98733847,1020.009526
1.78016E+12,38,24.83533019,67.39325941,1039.956888
1.78016E+12,43,27.49304948,56.23397667,1013.478785
1.78016E+12,83,29.0242018,64.50700349,1034.79839
1.78016E+12,246,21.48767319,51.98228152,1038.551464
1.78016E+12,70,20.70485059,61.01545847,1048.078484
1.78016E+12,177,22.03814275,58.7802596,1036.273541
1.78016E+12,38,20.05295045,67.11160727,1012.938192
1.78016E+12,186,24.54828717,54.7885179,1046.583291
1.78016E+12,218,21.72560875,61.88389152,1046.246719
1.78016E+12,101,20.54180886,53.73605333,1047.022817
1.78016E+12,59,29.85704963,58.85882264,1011.63467
1.78016E+12,175,20.77793861,58.50181088,1049.741866
1.78016E+12,43,29.00792279,59.92435474,1016.064095
1.78016E+12,1,20.72653768,62.19415022,1041.714892
1.78016E+12,132,23.7898839,52.8566946,1003.505078
1.78016E+12,20,28.31784576,53.7881327,1006.434498
1.78016E+12,132,23.81228411,62.37840096,1014.522822
1.78016E+12,147,26.36120062,51.93345572,1029.42738
1.78016E+12,21,29.7411142,53.25704851,1045.826036
1.78016E+12,282,22.59599277,57.90670653,1007.358851
1.78016E+12,140,28.15787868,67.99772698,1008.733999
1.78016E+12,26,23.16372182,68.71236619,1041.67664
1.78016E+12,63,25.65854486,64.76816201,1011.062318
1.78016E+12,280,22.55598538,54.86323548,1003.406245
